title,year,mileage_km,price_eur,pred_price_eur,zscore,url
Volvo XC60 B4 D mildhibrid 4x4,2022,51000,36900.0,44880.00295746885,-1.5505977138979163,https://www.polovniautomobili.com/auto-oglasi/26311697/volvo-xc60-b4-d-mildhibrid-4x4?attp=p0_pv0_pc0_pl1_plv0
